Date,Open,High,Low,Close,Volume,Adjusted Close
3/1/2000,17057.69922,17426.16016,17057.69922,17369.63086,0,17369.63086
4/1/2000,17303,17303,16933.51953,17072.82031,0,17072.82031
5/1/2000,16608.55078,16608.55078,15688.49023,15846.71973,0,15846.71973
6/1/2000,15942.07031,15971.03027,14763.96973,15153.23047,0,15153.23047
7/1/2000,15329.33984,15513.88965,15108.75,15405.62988,0,15405.62988
10/1/2000,15631,16065.08984,15631,15848.15039,0,15848.15039
11/1/2000,15981.12988,16196.08984,15736.16992,15862.09961,0,15862.09961
12/1/2000,15691.73047,15744.04004,15545.66992,15714.2002,0,15714.2002
13/01/2000,15763.25977,15861.16992,15458.62988,15633.95996,0,15633.95996
14/01/2000,15741.54004,15863.48047,15322.19043,15542.23047,0,15542.23047
17/01/2000,15666.05957,15827.50977,15474.38965,15574.55957,0,15574.55957
18/01/2000,15575.67969,15801.07031,15508.08008,15789.2002,0,15789.2002
19/01/2000,15719.04004,15719.04004,15192.28027,15275.33984,0,15275.33984
20/01/2000,15347.7002,15347.7002,15078.03027,15215.30957,0,15215.30957
21/01/2000,15094.90039,15120.36035,14903.7002,15108.41016,0,15108.41016
24/01/2000,15233.79004,15413.75,15020.16992,15167.54981,0,15167.54981
25/01/2000,15093.53027,15150.21973,14910.29004,15103.04004,0,15103.04004
26/01/2000,15164.79981,15452.71973,15164.79981,15427.71973,0,15427.71973
27/01/2000,15460.20996,15925.17969,15460.20996,15917.80957,0,15917.80957
28/01/2000,16052.07031,16315.74023,16023.37012,16185.94043,0,16185.94043
31/01/2000,15889.04981,15889.04981,15444.82031,15532.33984,0,15532.33984
1/2/2000,15600.25977,15764.40039,15580.45996,15653.86035,0,15653.86035
2/2/2000,15747.55957,15957.91992,15747.55957,15789.82031,0,15789.82031
3/2/2000,15795.58984,16010.03027,15702.84961,15968.12012,0,15968.12012
4/2/2000,15968.1,15968.1,15968.1,15968.1,0,15968.1
7/2/2000,15968.1,15968.1,15968.1,15968.1,0,15968.1
8/2/2000,16079.88965,16285.92969,15940.30957,16228.73047,0,16228.73047
9/2/2000,16456.86914,16967.90039,16456.86914,16819.46094,0,16819.46094
10/2/2000,16679.78906,16874.08984,16525.56055,16845.16992,0,16845.16992
11/2/2000,17024.36914,17653.65039,17024.36914,17380.30078,0,17380.30078
14/02/2000,17546.4707,17939.26953,17107.90039,17188.96094,0,17188.96094
15/02/2000,17257.36914,17296.9707,16548.75,16688.16016,0,16688.16016
16/02/2000,16771.09961,17144.94922,16732.81055,17043.39063,0,17043.39063
17/02/2000,17075.90039,17229.15039,16770.14063,16981.23047,0,16981.23047
18/02/2000,16985.30078,17027.94922,16468.94922,16599.16016,0,16599.16016
21/02/2000,16412.63086,16477.09961,16136.5,16322.37012,0,16322.37012
22/02/2000,16294.94043,16442.58008,15776.34961,16255.16992,0,16255.16992
23/02/2000,16313.95996,16523.65039,16297.12988,16376.79004,0,16376.79004
24/02/2000,16512.57031,17083.30078,16512.57031,17058.66016,0,17058.66016
25/02/2000,17279.50977,17414.46094,16905.40039,17200.98047,0,17200.98047
28/02/2000,17434.7207,17746.76953,16638.46094,16984.43945,0,16984.43945
29/02/2000,17140.21094,17290.07031,17021.7207,17169.43945,0,17169.43945
1/3/2000,17267.26953,17275.43945,16617.94922,16843.58984,0,16843.58984
2/3/2000,16996.06055,17118.40039,16769.57031,16936.81055,0,16936.81055
3/3/2000,16903.55078,17361.91992,16795.80078,17285.24023,0,17285.24023
6/3/2000,17500.9707,17855.21094,17500.9707,17758.75977,0,17758.75977
7/3/2000,17656.4707,17876.7793,17471.74023,17865.35938,0,17865.35938
8/3/2000,17687.58008,18058.9707,17323.75977,17951.42969,0,17951.42969
9/3/2000,18031.7793,18249.85938,17613.80078,17637.0293,0,17637.0293
10/3/2000,17727.96094,18001.53906,17574.06055,17831.85938,0,17831.85938
13/03/2000,17650.61914,17786.2793,16892.65039,17096.67969,0,17096.67969
14/03/2000,17125.90039,17220.25977,16837.01953,16929.16016,0,16929.16016
15/03/2000,16847.30078,16901.31055,16553.16992,16747.19922,0,16747.19922
16/03/2000,16775.23047,16826.25,16315.04004,16359,0,16359
17/03/2000,16688.03906,17096,16617.17969,17082.99023,0,17082.99023
20/03/2000,16878.81055,17325.15039,16708.7207,17234.46094,0,17234.46094
21/03/2000,17253.03906,17345.71094,16896.69922,17199.98047,0,17199.98047
22/03/2000,17418.91016,17560.68945,17274.56055,17547.03906,0,17547.03906
23/03/2000,17705.25977,17856.35938,17391.9707,17715.58008,0,17715.58008
24/03/2000,17768.06055,17879.36914,17577.71094,17784.57031,0,17784.57031
27/03/2000,17827.71094,18350.60938,17815.67969,18292.85938,0,18292.85938
28/03/2000,18272.80078,18397.57031,18188.26953,18301.68945,0,18301.68945
29/03/2000,18203.13086,18249.26953,17950.19922,18096.36914,0,18096.36914
30/03/2000,18011.14063,18038.4707,17456.56055,17467.15039,0,17467.15039
31/03/2000,17383.63086,17537.13086,17107.43945,17406.53906,0,17406.53906
3/4/2000,17444.48047,17458.06055,16872.82031,16892.92969,0,16892.92969
4/4/2000,16892.9,16892.9,16892.9,16892.9,0,16892.9
5/4/2000,16599.07031,16736.2207,16246.53027,16318.44043,0,16318.44043
6/4/2000,16416.48047,16528.58008,16283.2002,16491.39063,0,16491.39063
7/4/2000,16657.83984,16992.5293,16657.83984,16941.67969,0,16941.67969
10/4/2000,17038.2207,17083.26953,16676.07031,16850.74023,0,16850.74023
11/4/2000,16683.40039,16683.40039,16422.26953,16487.66016,0,16487.66016
12/4/2000,16391.11914,16762.85938,16267.71973,16577.08984,0,16577.08984
13/04/2000,16345.25977,16470.38086,16043.84961,16352.55957,0,16352.55957
14/04/2000,16254.25977,16270.76953,15906.29004,16142.75977,0,16142.75977
17/04/2000,15306.04981,15306.04981,14624.33008,14762.37012,0,14762.37012
18/04/2000,15158.15039,15409.66992,15158.15039,15278.32031,0,15278.32031
19/04/2000,15558.51953,15667.16016,15338.09961,15427.2002,0,15427.2002
20/04/2000,15425.82031,15453.65039,15213.01953,15367.13965,0,15367.13965
21/04/2000,15367.1,15367.1,15367.1,15367.1,0,15367.1
24/04/2000,15367.1,15367.1,15367.1,15367.1,0,15367.1
25/04/2000,15335.88965,15531.20996,15212.91992,15380.00977,0,15380.00977
26/04/2000,15581.4502,15629.51953,15140.34961,15227.38965,0,15227.38965
27/04/2000,15225.16992,15253.51953,15068.66016,15192.87012,0,15192.87012
28/04/2000,15291.05957,15541.37012,15291.05957,15519.29981,0,15519.29981
1/5/2000,15519.3,15519.3,15519.3,15519.3,0,15519.3
2/5/2000,15751.03027,15912.26953,15654.41992,15817.75977,0,15817.75977
3/5/2000,15695.08984,15695.08984,15511.74023,15577.46973,0,15577.46973
4/5/2000,15438.95996,15438.95996,15171.11035,15314.07031,0,15314.07031
5/5/2000,15298.57031,15328.98047,15173.2002,15268.63965,0,15268.63965
8/5/2000,15337.66016,15443.33008,14827.36035,14901,0,14901
9/5/2000,14854.63965,14854.63965,14644.61035,14776.90039,0,14776.90039
10/5/2000,14652.66016,14681.05957,14380.78027,14492.91992,0,14492.91992
11/5/2000,14492.9,14492.9,14492.9,14492.9,0,14492.9
12/5/2000,14438.66992,15168.48047,14288.33008,15111.94043,0,15111.94043
15/05/2000,15117.75,15165.69043,14835.79981,14881.29981,0,14881.29981
16/05/2000,14961.51953,15184.33008,14806.25977,15160.29004,0,15160.29004
17/05/2000,15293.25977,15293.25977,14721.40039,14827.80957,0,14827.80957
18/05/2000,14688.74023,14688.74023,14210.49023,14322.59961,0,14322.59961
19/05/2000,14338.75,14699.41992,14166.36035,14478.25977,0,14478.25977
22/05/2000,14278.50977,14278.50977,13981.44043,14140.73047,0,14140.73047
23/05/2000,14117.12988,14311.7002,13980.94043,14257.17969,0,14257.17969
24/05/2000,14115.54004,14115.54004,13878.62988,13933.98047,0,13933.98047
25/05/2000,14082.04981,14250.70996,13852.86035,13921.05957,0,13921.05957
26/05/2000,13845.44043,13845.44043,13596.62988,13722.7002,0,13722.7002
29/05/2000,13735.07031,14024.15039,13606.19043,13975.07031,0,13975.07031
30/05/2000,14044.04004,14181.49023,13734.59961,13990.90039,0,13990.90039
31/05/2000,14438.38965,14913.25,14438.38965,14713.86035,0,14713.86035
1/6/2000,14652.90039,15002.53027,14652.90039,14941.19043,0,14941.19043
2/6/2000,15165.58008,15344.12988,15142.9502,15284.09961,0,15284.09961
5/6/2000,15643.79004,15971.24023,15643.79004,15861.67969,0,15861.67969
6/6/2000,15861.7,15861.7,15861.7,15861.7,0,15861.7
7/6/2000,15782.87012,16033.87012,15668.12012,15900.05957,0,15900.05957
8/6/2000,15912.20996,15980.94043,15786.36035,15876.92969,0,15876.92969
9/6/2000,15841.19043,16154.79981,15723.33008,16120.25977,0,16120.25977
12/6/2000,16125.75,16250.63965,16047.51953,16055.04981,0,16055.04981
13/06/2000,15947.87012,15947.87012,15657.82031,15692.94043,0,15692.94043
14/06/2000,15761.42969,15887.78027,15621.29981,15857.07031,0,15857.07031
15/06/2000,15941.82031,16222.50977,15894.7002,16080.33984,0,16080.33984
16/06/2000,16088.74023,16483.91016,16002.28027,16434.38086,0,16434.38086
19/06/2000,16332.69043,16364.20996,16168.79004,16267.46973,0,16267.46973
20/06/2000,16467.14063,16525.01953,15968.66016,16086.74023,0,16086.74023
21/06/2000,16071.19043,16338.91016,15935.53027,16238.13965,0,16238.13965
22/06/2000,16227.46973,16266.45996,15860.96973,15952.36035,0,15952.36035
23/06/2000,15827.28027,15904.38965,15667.34961,15738.08008,0,15738.08008
26/06/2000,15726.12012,16048.69043,15644.61035,15978.91016,0,15978.91016
27/06/2000,16147.13965,16274.23047,16031.58008,16155.76953,0,16155.76953
28/06/2000,16202.16016,16511.24023,16132.53027,16438.41992,0,16438.41992
29/06/2000,16474.40039,16534.48047,16226.55957,16286.79981,0,16286.79981
30/06/2000,16142.34961,16310.04981,16015.51953,16155.78027,0,16155.78027
3/7/2000,16177.05957,16179.90039,15928.91992,16124.96973,0,16124.96973
4/7/2000,16131.76953,16242.29981,16086.25977,16235.75977,0,16235.75977
5/7/2000,16275.33008,16540.64063,16275.33008,16474.26953,0,16474.26953
6/7/2000,16396.08008,16681.33984,16365.66016,16489.58984,0,16489.58984
7/7/2000,16631.85938,16861.58008,16565.39063,16829.96094,0,16829.96094
10/7/2000,17024.46094,17274.01953,17024.46094,17238.66992,0,17238.66992
11/7/2000,17259.94922,17380.58984,17126.44922,17359.66016,0,17359.66016
12/7/2000,17466.98047,17667.49023,17451.61914,17552.25977,0,17552.25977
13/07/2000,17808.69922,17834.94922,17413.26953,17449.5,0,17449.5
14/07/2000,17508.61914,17643.81055,17372.63086,17586.16016,0,17586.16016
17/07/2000,17736.61914,17913.48047,17729.99023,17834.7793,0,17834.7793
18/07/2000,17766.46094,17766.46094,17404.05078,17440.83008,0,17440.83008
19/07/2000,17462.11914,17730.57031,17388.63086,17710.07031,0,17710.07031
20/07/2000,17702.68945,17818.56055,17518.68945,17758.50977,0,17758.50977
21/07/2000,18022.81055,18125.57031,17765.49023,17920.85938,0,17920.85938
24/07/2000,17866.2793,18028.65039,17638.55078,17659.68945,0,17659.68945
25/07/2000,17574.32031,17574.32031,17306.89063,17375.33984,0,17375.33984
26/07/2000,17476.41992,17730.08984,17476.41992,17620.23047,0,17620.23047
27/07/2000,17442.10938,17463.28906,17285.86914,17450.08984,0,17450.08984
28/07/2000,17429.73047,17429.73047,16994.36914,17183.92969,0,17183.92969
31/07/2000,16977.69922,16981.83008,16729.98047,16840.98047,0,16840.98047
1/8/2000,17014.43945,17133.08984,16787.46094,16897.44922,0,16897.44922
2/8/2000,16899.2207,17322.19922,16866.15039,17277.39063,0,17277.39063
3/8/2000,17272.43945,17379.66016,17171.83984,17274.2793,0,17274.2793
4/8/2000,17330.58984,17555.19922,17330.58984,17425.69922,0,17425.69922
7/8/2000,17538.81055,17761.94922,17538.81055,17727.25,0,17727.25
8/8/2000,17728.41016,17759.58984,17179.75,17211.83984,0,17211.83984
9/8/2000,17306.18945,17446.66992,16951.03906,17181.99023,0,17181.99023
10/8/2000,17234.58008,17417.89063,17149.68945,17333.21094,0,17333.21094
11/8/2000,17363.60938,17363.60938,17144.66016,17214.41992,0,17214.41992
14/08/2000,17245.33984,17296.19922,16945.43945,16998.06055,0,16998.06055
15/08/2000,17029.7207,17536.41992,17029.7207,17463.5293,0,17463.5293
16/08/2000,17440.42969,17794.32031,17408.17969,17734.15039,0,17734.15039
17/08/2000,17710.42969,17784.65039,17560.24023,17622.00977,0,17622.00977
18/08/2000,17698.35938,17717.76953,17359.00977,17440,0,17440
21/08/2000,17432.41992,17596.31055,17334.92969,17501.48047,0,17501.48047
22/08/2000,17568.10938,17724.82031,17481.64063,17668.2793,0,17668.2793
23/08/2000,17709.08008,17785.08008,17386.86914,17427.40039,0,17427.40039
24/08/2000,17463.33008,17548.5293,17331.69922,17439.69922,0,17439.69922
25/08/2000,17348.11914,17441.30078,17058.33984,17236.74023,0,17236.74023
28/08/2000,17220.78906,17265.7793,17015.01953,17019.75977,0,17019.75977
29/08/2000,17062.00977,17390.48047,17062.00977,17240.10938,0,17240.10938
30/08/2000,17211.34961,17302.63086,16929.64063,17095.88086,0,17095.88086
31/08/2000,17070.63086,17263.00977,16957.23047,17097.50977,0,17097.50977
1/9/2000,17210.33008,17391.00977,17210.33008,17333.60938,0,17333.60938
4/9/2000,17421.33984,17787.59961,17421.33984,17726.16992,0,17726.16992
5/9/2000,17753.5,17803.19922,17556.05078,17595.2207,0,17595.2207
6/9/2000,17586.23047,17735.09961,17525.10938,17605.23047,0,17605.23047
7/9/2000,17557.0293,17609.32031,17418.09961,17431.94922,0,17431.94922
8/9/2000,17441.25977,17512.31055,17228.51953,17275.44922,0,17275.44922
11/9/2000,17199.2793,17199.2793,16924.73047,17007.98047,0,17007.98047
12/9/2000,16941.5293,16941.5293,16541.68945,16629.7793,0,16629.7793
13/09/2000,16629.8,16629.8,16629.8,16629.8,0,16629.8
14/09/2000,16542.91992,16623.09961,16322.58008,16395.42969,0,16395.42969
15/09/2000,16381.7002,16510.67969,16195.69043,16249.53027,0,16249.53027
18/09/2000,16010.69043,16010.69043,15525.45996,15560.16016,0,15560.16016
19/09/2000,15353.82031,15764.83984,15091.41016,15677.2002,0,15677.2002
20/09/2000,15757.63965,15874.62988,15572.58008,15665.62012,0,15665.62012
21/09/2000,15444.67969,15447.91992,15092.49023,15164.4502,0,15164.4502
22/09/2000,14966.76953,14966.76953,14538.87988,14612.87988,0,14612.87988
25/09/2000,14894.08984,15448.99023,14894.08984,15428.9502,0,15428.9502
26/09/2000,15304.67969,15426.32031,15152.87012,15290.84961,0,15290.84961
27/09/2000,15074.30957,15489.29981,14978.58984,15444.12988,0,15444.12988
28/09/2000,15464.55957,15660.46973,15328.01953,15415.75,0,15415.75
29/09/2000,15632.99023,15772.55957,15574.79004,15648.98047,0,15648.98047
2/10/2000,15649,15649,15649,15649,0,15649
3/10/2000,15586.03027,15728.41992,15469.38965,15725.95996,0,15725.95996
4/10/2000,15670.53027,15917.57031,15582.83984,15878.88965,0,15878.88965
5/10/2000,16054.58008,16245.61035,16014.91992,16184.67969,0,16184.67969
6/10/2000,16184.7,16184.7,16184.7,16184.7,0,16184.7
9/10/2000,16046.87988,16057.40039,15668.5,15693.5,0,15693.5
10/10/2000,15739.38965,15739.38965,15434.74023,15554.11035,0,15554.11035
11/10/2000,15376.62012,15376.62012,15073.9502,15127,0,15127
12/10/2000,15071.91992,15244.65039,14883.32031,15074.79981,0,15074.79981
13/10/2000,14679.99023,14786.04004,14494.37988,14680.5,0,14680.5
16/10/2000,15185.67969,15284.65039,14956.87988,14973.40039,0,14973.40039
17/10/2000,15081.75977,15134.53027,14794.80957,14873.42969,0,14873.42969
18/10/2000,14751.94043,14751.94043,14356.05957,14458.51953,0,14458.51953
19/10/2000,14352.41992,14422.51953,14107.74023,14422.51953,0,14422.51953
20/10/2000,14822.42969,15105.4502,14822.42969,15044.53027,0,15044.53027
23/10/2000,15038.25,15161.03027,14864.83008,15102.36035,0,15102.36035
24/10/2000,15125.83008,15209.33984,14885.65039,14925.92969,0,14925.92969
25/10/2000,14987.36035,15152.58008,14980.04004,15061.13965,0,15061.13965
26/10/2000,14904.29004,15166.21973,14764.5,14996.24023,0,14996.24023
27/10/2000,15065.08984,15182.62988,14820.99023,14902.45996,0,14902.45996
30/10/2000,14936.19043,14958.96973,14763.67969,14799.90039,0,14799.90039
31/10/2000,14791.41992,15090.59961,14729.20996,14895.33984,0,14895.33984
1/11/2000,14943.42969,15387.08008,14942.61035,15349.00977,0,15349.00977
2/11/2000,15292.58984,15524.03027,15223.99023,15291.54004,0,15291.54004
3/11/2000,15486.41016,15693.03027,15449.12012,15594.12012,0,15594.12012
